tract,puma
14000US31109003104,79500US3100801
14000US31109003202,79500US3100801
14000US31109003301,79500US3100801
14000US31109003302,79500US3100801
14000US31109003717,79500US3100801
14000US31109003802,79500US3100801
14000US31109010100,79500US3100801
14000US31109010201,79500US3100801
14000US31109010202,79500US3100801
14000US31109983200,79500US3100801
14000US31109001302,79500US3100802
14000US31109001500,79500US3100802
14000US31109002200,79500US3100802
14000US31109002300,79500US3100802
14000US31109002400,79500US3100802
14000US31109002500,79500US3100802
14000US31109002701,79500US3100802
14000US31109002702,79500US3100802
14000US31109002800,79500US3100802
14000US31109003401,79500US3100802
14000US31109003402,79500US3100802
14000US31109003500,79500US3100802
14000US31109003601,79500US3100802
14000US31109003604,79500US3100802
14000US31109003605,79500US3100802
14000US31109003607,79500US3100802
14000US31109003608,79500US3100802
14000US31109003609,79500US3100802
14000US31109003704,79500US3100802
14000US31109003706,79500US3100802
14000US31109003707,79500US3100802
14000US31109003708,79500US3100802
14000US31109003709,79500US3100802
14000US31109003713,79500US3100802
14000US31109003714,79500US3100802
14000US31109003715,79500US3100802
14000US31109003716,79500US3100802
14000US31109003718,79500US3100802
14000US31109003719,79500US3100802
14000US31109003720,79500US3100802
14000US31109003801,79500US3100802
14000US31109010300,79500US3100802
14000US31109010400,79500US3100802
14000US31111959700,79500US3100400
14000US31111959800,79500US3100400
14000US31111959900,79500US3100400
14000US31111960200,79500US3100400
14000US31111960300,79500US3100400
14000US31111960400,79500US3100400
14000US31111960500,79500US3100400
14000US31111960600,79500US3100400
14000US31113957500,79500US3100400
14000US31115972800,79500US3100300
14000US31117957900,79500US3100400
14000US31119960600,79500US3100200
14000US31119960700,79500US3100200
14000US31119960801,79500US3100200
14000US31119960802,79500US3100200
14000US31119960900,79500US3100200
14000US31119961000,79500US3100200
14000US31119961100,79500US3100200
14000US31119961200,79500US3100200
14000US31119961300,79500US3100200
14000US31121966600,79500US3100300
14000US31121966700,79500US3100300
14000US31121966800,79500US3100300
14000US31123952500,79500US3100100
14000US31125966100,79500US3100200
14000US31127968100,79500US3100600
14000US31127968200,79500US3100600
14000US31129960000,79500US3100500
14000US31129960100,79500US3100500
14000US31131966600,79500US3100600
14000US31131966700,79500US3100600
14000US31131966800,79500US3100600
14000US31131966900,79500US3100600
14000US31131967000,79500US3100600
14000US31133967800,79500US3100600
14000US31135959300,79500US3100400
14000US31137967000,79500US3100500
14000US31137967100,79500US3100500
14000US31137967200,79500US3100500
14000US31139979100,79500US3100200
14000US31139979200,79500US3100200
14000US31141965100,79500US3100200
14000US31141965298,79500US3100200
14000US31141965300,79500US3100200
14000US31141965400,79500US3100200
14000US31141965500,79500US3100200
14000US31141965600,79500US3100200
14000US31141965700,79500US3100200
14000US31143960000,79500US3100600
14000US31143960100,79500US3100600
14000US31145963100,79500US3100400
14000US31145963200,79500US3100400
14000US31145963300,79500US3100400
14000US31147964500,79500US3100600
14000US31147968500,79500US3100600
14000US31147968600,79500US3100600
14000US31149974600,79500US3100100
14000US31151960600,79500US3100600
14000US31151960700,79500US3100600
14000US31151960800,79500US3100600
14000US31151960900,79500US3100600
14000US31153010103,79500US3100702
14000US31153010104,79500US3100702
14000US31153010105,79500US3100702
14000US31153010106,79500US3100702
14000US31153010107,79500US3100702
14000US31153010108,79500US3100702
14000US31153010203,79500US3100702
14000US31153010204,79500US3100702
14000US31153010205,79500US3100702
14000US31153010206,79500US3100702
14000US31153010207,79500US3100702
14000US31153010208,79500US3100702
14000US31153010302,79500US3100702
14000US31153010305,79500US3100702
14000US31153010306,79500US3100702
14000US31153010401,79500US3100702
14000US31153010402,79500US3100702
14000US31153010501,79500US3100702
14000US31153010502,79500US3100702
14000US31153010503,79500US3100702
14000US31153010614,79500US3100702
14000US31153010615,79500US3100702
14000US31153010616,79500US3100702
14000US31153010617,79500US3100702
14000US31153010618,79500US3100702
14000US31153010619,79500US3100702
14000US31153010620,79500US3100702
14000US31153010621,79500US3100702
14000US31153010622,79500US3100702
14000US31153010623,79500US3100702
14000US31153010624,79500US3100702
14000US31153010625,79500US3100702
14000US31153010626,79500US3100702
14000US31153010627,79500US3100702
14000US31153010628,79500US3100702
14000US31153010629,79500US3100702
14000US31153010630,79500US3100702
14000US31153010631,79500US3100702
14000US31153010632,79500US3100702
14000US31153010633,79500US3100702
14000US31153010634,79500US3100702
14000US31153010701,79500US3100702
14000US31153010702,79500US3100702
14000US31155968100,79500US3100701
14000US31155968200,79500US3100701
14000US31155968300,79500US3100701
14000US31155968400,79500US3100701
14000US31155968500,79500US3100701
14000US31157952900,79500US3100100
14000US31157953000,79500US3100100
14000US31157953100,79500US3100100
14000US31157953200,79500US3100100
14000US31157953300,79500US3100100
14000US31157953400,79500US3100100
14000US31157953500,79500US3100100
14000US31157953600,79500US3100100
14000US31157953700,79500US3100100
14000US31157953800,79500US3100100
14000US31157953900,79500US3100100
14000US31159960100,79500US3100600
14000US31159960200,79500US3100600
14000US31159960300,79500US3100600
14000US31159960400,79500US3100600
14000US31161951600,79500US3100100
14000US31161951700,79500US3100100
14000US31163970100,79500US3100300
14000US31165950100,79500US3100100
14000US31167962100,79500US3100200
14000US31167962200,79500US3100200
14000US31169963100,79500US3100600
14000US31169963200,79500US3100600
14000US31171957100,79500US3100400
14000US31173940100,79500US3100200
14000US31173940200,79500US3100200
14000US31175971300,79500US3100300
14000US31175971400,79500US3100300
14000US31177050101,79500US3100701
14000US31177050102,79500US3100701
14000US31177050201,79500US3100701
14000US31177050202,79500US3100701
14000US31177050300,79500US3100701
14000US31179978600,79500US3100200
14000US31179978700,79500US3100200
14000US31181965000,79500US3100500
14000US31181965100,79500US3100500
14000US31183973600,79500US3100300
14000US31185969600,79500US3100600
14000US31185969700,79500US3100600
14000US31185969800,79500US3100600
14000US31185969900,79500US3100600
14000US32001950100,79500US3200300
14000US32001950301,79500US3200300
14000US32001950302,79500US3200300
14000US32001950400,79500US3200300
14000US32001950500,79500US3200300
14000US32001950600,79500US3200300
14000US32001950700,79500US3200300
14000US32003003204,79500US3200401
14000US32003003208,79500US3200401
14000US32003003228,79500US3200401
14000US32003003229,79500US3200401
14000US32003003230,79500US3200401
14000US32003003231,79500US3200401
14000US32003003232,79500US3200401
14000US32003003233,79500US3200401
14000US32003003234,79500US3200401
14000US32003003235,79500US3200401
14000US32003003236,79500US3200401
14000US32003003237,79500US3200401
14000US32003003238,79500US3200401
14000US32003003239,79500US3200401
14000US32003003240,79500US3200401
14000US32003003241,79500US3200401
14000US32003003242,79500US3200401
14000US32003003243,79500US3200401
14000US32003003244,79500US3200401
14000US32003003245,79500US3200401
14000US32003003246,79500US3200401
14000US32003003408,79500US3200401
14000US32003003409,79500US3200401
14000US32003003411,79500US3200401
14000US32003003412,79500US3200401
14000US32003003413,79500US3200401
14000US32003003415,79500US3200401
14000US32003003416,79500US3200401
14000US32003003426,79500US3200401
14000US32003003427,79500US3200401
14000US32003003303,79500US3200402
14000US32003003305,79500US3200402
14000US32003003306,79500US3200402
14000US32003003307,79500US3200402
14000US32003003308,79500US3200402
14000US32003003309,79500US3200402
14000US32003003310,79500US3200402
14000US32003003311,79500US3200402
14000US32003003312,79500US3200402
14000US32003003313,79500US3200402
14000US32003003314,79500US3200402
14000US32003003315,79500US3200402
14000US32003003316,79500US3200402
14000US32003003317,79500US3200402
14000US32003003318,79500US3200402
14000US32003003319,79500US3200402
14000US32003003320,79500US3200402
14000US32003003321,79500US3200402
14000US32003003410,79500US3200402
14000US32003003414,79500US3200402
14000US32003003609,79500US3200402
14000US32003003612,79500US3200402
14000US32003003616,79500US3200402
14000US32003003618,79500US3200402
14000US32003003629,79500US3200402
14000US32003003630,79500US3200402
14000US32003005902,79500US3200402
14000US32003003607,79500US3200403
14000US32003003610,79500US3200403
14000US32003003613,79500US3200403
14000US32003003615,79500US3200403
14000US32003003617,79500US3200403
14000US32003003619,79500US3200403
14000US32003003620,79500US3200403
14000US32003003621,79500US3200403
14000US32003003622,79500US3200403
14000US32003003623,79500US3200403
14000US32003003624,79500US3200403
14000US32003003625,79500US3200403
14000US32003003626,79500US3200403
14000US32003003627,79500US3200403
14000US32003003628,79500US3200403
14000US32003003631,79500US3200403
14000US32003003632,79500US3200403
14000US32003003633,79500US3200403
14000US32003003634,79500US3200403
14000US32003003635,79500US3200403
14000US32003003636,79500US3200403
14000US32003003637,79500US3200403
14000US32003003638,79500US3200403
14000US32003003639,79500US3200403
14000US32003003640,79500US3200403
14000US32003003641,79500US3200403
14000US32003003642,79500US3200403
14000US32003003643,79500US3200403
14000US32003003644,79500US3200403
14000US32003003700,79500US3200403
14000US32003003800,79500US3200403
14000US32003004000,79500US3200403
14000US32003004100,79500US3200403
14000US32003004200,79500US3200403
14000US32003004301,79500US3200403
14000US32003004302,79500US3200403
14000US32003004401,79500US3200403
14000US32003004402,79500US3200403
14000US32003004500,79500US3200403
14000US32003004601,79500US3200403
14000US32003004602,79500US3200403
14000US32003004703,79500US3200404
14000US32003004707,79500US3200404
14000US32003004709,79500US3200404
14000US32003004710,79500US3200404
14000US32003004712,79500US3200404
14000US32003004713,79500US3200404
14000US32003004714,79500US3200404
14000US32003004715,79500US3200404
14000US32003004716,79500US3200404
14000US32003004717,79500US3200404
14000US32003004907,79500US3200404
14000US32003004914,79500US3200404
14000US32003004915,79500US3200404
14000US32003004916,79500US3200404
14000US32003004917,79500US3200404
14000US32003004918,79500US3200404
14000US32003004919,79500US3200404
14000US32003004920,79500US3200404
14000US32003004921,79500US3200404
14000US32003005607,79500US3200404
14000US32003005612,79500US3200404
14000US32003005613,79500US3200404
14000US32003005614,79500US3200404
14000US32003005615,79500US3200404
14000US32003005903,79500US3200404
14000US32003005904,79500US3200404
14000US32003005905,79500US3200404
14000US32003006001,79500US3200404
14000US32003006103,79500US3200404
14000US32003006104,79500US3200404
14000US32003006201,79500US3200404
14000US32003006202,79500US3200404
14000US32003006203,79500US3200404
14000US32003006204,79500US3200404
14000US32003007100,79500US3200404
14000US32003007200,79500US3200404
14000US32003007600,79500US3200404
14000US32003007800,79500US3200404
14000US32003000201,79500US3200405
14000US32003000203,79500US3200405
14000US32003000204,79500US3200405
14000US32003000301,79500US3200405
14000US32003000302,79500US3200405
14000US32003000401,79500US3200405
14000US32003000402,79500US3200405
14000US32003000403,79500US3200405
14000US32003000510,79500US3200405
14000US32003000513,79500US3200405
14000US32003000514,79500US3200405
14000US32003000515,79500US3200405
14000US32003000516,79500US3200405
14000US32003000517,79500US3200405
14000US32003000518,79500US3200405
14000US32003000519,79500US3200405
14000US32003000520,79500US3200405
14000US32003000521,79500US3200405
14000US32003000522,79500US3200405
14000US32003000523,79500US3200405
14000US32003000524,79500US3200405
14000US32003000525,79500US3200405
14000US32003000526,79500US3200405
14000US32003000527,79500US3200405
14000US32003000528,79500US3200405
14000US32003000600,79500US3200405
14000US32003000700,79500US3200405
14000US32003000800,79500US3200405
14000US32003000900,79500US3200405
14000US32003001100,79500US3200405
14000US32003001200,79500US3200405
14000US32003001300,79500US3200405
14000US32003001401,79500US3200405
14000US32003001402,79500US3200405
14000US32003003430,79500US3200405
14000US32003003431,79500US3200405
14000US32003003500,79500US3200405
14000US32003000101,79500US3200406
14000US32003000103,79500US3200406
14000US32003000105,79500US3200406
14000US32003000106,79500US3200406
14000US32003000107,79500US3200406
14000US32003000108,79500US3200406
14000US32003000109,79500US3200406
14000US32003001003,79500US3200406
14000US32003001004,79500US3200406
14000US32003001005,79500US3200406
14000US32003001006,79500US3200406
14000US32003002201,79500US3200406
14000US32003002203,79500US3200406
14000US32003002204,79500US3200406
14000US32003002905,79500US3200406
14000US32003002916,79500US3200406
14000US32003003001,79500US3200406
14000US32003003003,79500US3200406
14000US32003003004,79500US3200406
14000US32003003005,79500US3200406
14000US32003003006,79500US3200406
14000US32003003102,79500US3200406
14000US32003003103,79500US3200406
14000US32003003104,79500US3200406
14000US32003003418,79500US3200406
14000US32003003419,79500US3200406
14000US32003003420,79500US3200406
14000US32003003421,79500US3200406
14000US32003003422,79500US3200406
14000US32003003423,79500US3200406
14000US32003003428,79500US3200406
14000US32003003429,79500US3200406
14000US32003002915,79500US3200407
14000US32003002951,79500US3200407
14000US32003003210,79500US3200407
14000US32003003211,79500US3200407
14000US32003003213,79500US3200407
14000US32003003214,79500US3200407
14000US32003003215,79500US3200407
14000US32003003218,79500US3200407
14000US32003003219,79500US3200407
14000US32003003220,79500US3200407
14000US32003003222,79500US3200407
14000US32003003223,79500US3200407
14000US32003003226,79500US3200407
14000US32003003227,79500US3200407
14000US32003003247,79500US3200407
14000US32003003248,79500US3200407
14000US32003003249,79500US3200407
14000US32003003250,79500US3200407
14000US32003003251,79500US3200407
14000US32003003252,79500US3200407
14000US32003003253,79500US3200407
14000US32003003254,79500US3200407
14000US32003003260,79500US3200407
14000US32003003261,79500US3200407
14000US32003003262,79500US3200407
14000US32003005803,79500US3200407
14000US32003005804,79500US3200407
14000US32003005805,79500US3200407
14000US32003005806,79500US3200407
14000US32003005807,79500US3200407
14000US32003005808,79500US3200407
14000US32003005809,79500US3200407
14000US32003005818,79500US3200407
14000US32003005822,79500US3200407
14000US32003005823,79500US3200407
14000US32003005824,79500US3200407
14000US32003005843,79500US3200407
14000US32003007500,79500US3200407
14000US32003002919,79500US3200408
14000US32003002935,79500US3200408
14000US32003002936,79500US3200408
14000US32003002938,79500US3200408
14000US32003002939,79500US3200408
14000US32003002940,79500US3200408
14000US32003002941,79500US3200408
14000US32003002942,79500US3200408
14000US32003002944,79500US3200408
14000US32003002947,79500US3200408
14000US32003002948,79500US3200408
14000US32003002949,79500US3200408
14000US32003002950,79500US3200408
14000US32003002952,79500US3200408
14000US32003002953,79500US3200408
14000US32003002957,79500US3200408
14000US32003002958,79500US3200408
14000US32003002961,79500US3200408
14000US32003002964,79500US3200408
14000US32003002965,79500US3200408
14000US32003002967,79500US3200408
14000US32003002968,79500US3200408
14000US32003002974,79500US3200408
14000US32003002975,79500US3200408
14000US32003002976,79500US3200408
14000US32003002977,79500US3200408
14000US32003002978,79500US3200408
14000US32003005811,79500US3200408
14000US32003005813,79500US3200408
14000US32003005825,79500US3200408
14000US32003005826,79500US3200408
14000US32003005840,79500US3200408
14000US32003005841,79500US3200408
14000US32003005842,79500US3200408
14000US32003005844,79500US3200408
14000US32003005845,79500US3200408
14000US32003005846,79500US3200408
14000US32003005847,79500US3200408
14000US32003005848,79500US3200408
14000US32003005849,79500US3200408
14000US32003005850,79500US3200408
14000US32003005851,79500US3200408
14000US32003005852,79500US3200408
14000US32003005853,79500US3200408
14000US32003005854,79500US3200408
14000US32003005855,79500US3200408
14000US32003005856,79500US3200408
14000US32003001706,79500US3200409
14000US32003001707,79500US3200409
14000US32003001708,79500US3200409
14000US32003001711,79500US3200409
14000US32003001712,79500US3200409
14000US32003001717,79500US3200409
14000US32003001801,79500US3200409
14000US32003001803,79500US3200409
14000US32003001804,79500US3200409
14000US32003001901,79500US3200409
14000US32003001902,79500US3200409
14000US32003002000,79500US3200409
14000US32003002206,79500US3200409
14000US32003002207,79500US3200409
14000US32003002302,79500US3200409
14000US32003002303,79500US3200409
14000US32003002403,79500US3200409
14000US32003002404,79500US3200409
14000US32003002405,79500US3200409
14000US32003002406,79500US3200409
14000US32003002501,79500US3200409
14000US32003002504,79500US3200409
14000US32003002505,79500US3200409
14000US32003002506,79500US3200409
14000US32003002603,79500US3200409
14000US32003002604,79500US3200409
14000US32003002605,79500US3200409
14000US32003002706,79500US3200409
14000US32003002707,79500US3200409
14000US32003002708,79500US3200409
14000US32003002823,79500US3200409
14000US32003002824,79500US3200409
14000US32003002825,79500US3200409
14000US32003002937,79500US3200409
14000US32003002946,79500US3200409
14000US32003002954,79500US3200409
14000US32003002956,79500US3200409
14000US32003002962,79500US3200409
14000US32003002966,79500US3200409
14000US32003002969,79500US3200409
14000US32003002970,79500US3200409
14000US32003002995,79500US3200409
14000US32003002996,79500US3200409
14000US32003006700,79500US3200409
14000US32003006800,79500US3200409
14000US32003006900,79500US3200409
14000US32003001501,79500US3200410
14000US32003001502,79500US3200410
14000US32003001607,79500US3200410
14000US32003001608,79500US3200410
14000US32003001609,79500US3200410
14000US32003001610,79500US3200410
14000US32003001611,79500US3200410
14000US32003001612,79500US3200410
14000US32003001613,79500US3200410
14000US32003001709,79500US3200410
14000US32003001710,79500US3200410
14000US32003001713,79500US3200410
14000US32003001714,79500US3200410
14000US32003001715,79500US3200410
14000US32003001716,79500US3200410
14000US32003001718,79500US3200410
14000US32003002821,79500US3200410
14000US32003002822,79500US3200410
14000US32003002826,79500US3200410
14000US32003002827,79500US3200410
14000US32003004910,79500US3200410
14000US32003004911,79500US3200410
14000US32003004912,79500US3200410
14000US32003004923,79500US3200410
14000US32003004924,79500US3200410
14000US32003004925,79500US3200410
14000US32003004926,79500US3200410
14000US32003005005,79500US3200410
14000US32003005006,79500US3200410
14000US32003005007,79500US3200410
14000US32003005010,79500US3200410
14000US32003005011,79500US3200410
14000US32003005012,79500US3200410
14000US32003005013,79500US3200410
14000US32003005014,79500US3200410
14000US32003005015,79500US3200410
14000US32003005016,79500US3200410
14000US32003005017,79500US3200410
14000US32003005101,79500US3200411
14000US32003005102,79500US3200411
14000US32003005103,79500US3200411
14000US32003005104,79500US3200411
14000US32003005105,79500US3200411
14000US32003005106,79500US3200411
14000US32003005107,79500US3200411
14000US32003005108,79500US3200411
14000US32003005109,79500US3200411
14000US32003005200,79500US3200411
14000US32003005312,79500US3200411
14000US32003005313,79500US3200411
14000US32003005314,79500US3200411
14000US32003005315,79500US3200411
14000US32003005316,79500US3200411
14000US32003005317,79500US3200411
14000US32003005318,79500US3200411
14000US32003005319,79500US3200411
14000US32003005320,79500US3200411
14000US32003005321,79500US3200411
14000US32003005322,79500US3200411
14000US32003005333,79500US3200411
14000US32003005335,79500US3200411
14000US32003005336,79500US3200411
14000US32003005337,79500US3200411
14000US32003005338,79500US3200411
14000US32003005341,79500US3200411
14000US32003005342,79500US3200411
14000US32003005346,79500US3200411
14000US32003005347,79500US3200411
14000US32003005348,79500US3200411
14000US32003005349,79500US3200411
14000US32003005350,79500US3200411
14000US32003005351,79500US3200411
14000US32003005352,79500US3200411
14000US32003005353,79500US3200411
14000US32003005354,79500US3200411
14000US32003005355,79500US3200411
14000US32003005356,79500US3200411
14000US32003005357,79500US3200411
14000US32003005358,79500US3200411
14000US32003005359,79500US3200411
14000US32003005712,79500US3200411
14000US32003005713,79500US3200411
14000US32003005714,79500US3200411
14000US32003005715,79500US3200411
14000US32003005716,79500US3200411
14000US32003005343,79500US3200412
14000US32003005360,79500US3200412
14000US32003005421,79500US3200412
14000US32003005422,79500US3200412
14000US32003005423,79500US3200412
14000US32003005432,79500US3200412
14000US32003005433,79500US3200412
14000US32003005434,79500US3200412
14000US32003005435,79500US3200412
14000US32003005436,79500US3200412
14000US32003005437,79500US3200412
14000US32003005438,79500US3200412
14000US32003005439,79500US3200412
14000US32003005501,79500US3200412
14000US32003005502,79500US3200412
14000US32003005503,79500US3200412
14000US32003005504,79500US3200412
14000US32003005702,79500US3200412
14000US32003005703,79500US3200412
14000US32003005704,79500US3200412
14000US32003005705,79500US3200412
14000US32003005711,79500US3200412
14000US32003005827,79500US3200412
14000US32003005828,79500US3200412
14000US32003005829,79500US3200412
14000US32003005830,79500US3200412
14000US32003005831,79500US3200412
14000US32003005832,79500US3200412
14000US32003005833,79500US3200412
14000US32003005835,79500US3200412
14000US32003005836,79500US3200412
14000US32003005837,79500US3200412
14000US32003005838,79500US3200412
14000US32003005839,79500US3200412
14000US32003002808,79500US3200413
14000US32003002810,79500US3200413
14000US32003002811,79500US3200413
14000US32003002814,79500US3200413
14000US32003002828,79500US3200413
14000US32003002829,79500US3200413
14000US32003002830,79500US3200413
14000US32003002831,79500US3200413
14000US32003002832,79500US3200413
14000US32003002833,79500US3200413
14000US32003002834,79500US3200413
14000US32003002835,79500US3200413
14000US32003002836,79500US3200413
14000US32003002837,79500US3200413
14000US32003002838,79500US3200413
14000US32003002841,79500US3200413
14000US32003002842,79500US3200413
14000US32003002843,79500US3200413
14000US32003002844,79500US3200413
14000US32003002845,79500US3200413
14000US32003002846,79500US3200413
14000US32003002847,79500US3200413
14000US32003002848,79500US3200413
14000US32003002979,79500US3200413
14000US32003002980,79500US3200413
14000US32003002981,79500US3200413
14000US32003002982,79500US3200413
14000US32003002983,79500US3200413
14000US32003002984,79500US3200413
14000US32003002985,79500US3200413
14000US32003005311,79500US3200413
14000US32003005834,79500US3200413
14000US32005001000,79500US3200200
14000US32005001100,79500US3200200
14000US32005001200,79500US3200200
14000US32005001300,79500US3200200
14000US32005001400,79500US3200200
14000US32005001500,79500US3200200
14000US32005001600,79500US3200200
14000US32005001700,79500US3200200
14000US32005001800,79500US3200200
14000US32005001900,79500US3200200
14000US32005002000,79500US3200200
14000US32005002100,79500US3200200
14000US32005002200,79500US3200200
14000US32005002300,79500US3200200
14000US32005002400,79500US3200200
14000US32005002500,79500US3200200
14000US32005990000,79500US3200200
14000US32007950200,79500US3200300
14000US32007950701,79500US3200300
14000US32007950702,79500US3200300
14000US32007950800,79500US3200300
14000US32007950900,79500US3200300
14000US32007951000,79500US3200300
14000US32007951201,79500US3200300
14000US32007951202,79500US3200300
14000US32007951300,79500US3200300
14000US32007951401,79500US3200300
14000US32007951402,79500US3200300
14000US32007951500,79500US3200300
14000US32007951600,79500US3200300
14000US32007951700,79500US3200300
14000US32009950100,79500US3200300
14000US32011000100,79500US3200300
14000US32013010500,79500US3200300
14000US32013010600,79500US3200300
14000US32013010701,79500US3200300
14000US32013010702,79500US3200300
14000US32015000300,79500US3200300
14000US32017950100,79500US3200300
14000US32017950200,79500US3200300
14000US32019960101,79500US3200200
14000US32019960102,79500US3200200
14000US32019960103,79500US3200200
14000US32019960201,79500US3200200
14000US32019960202,79500US3200200
14000US32019960301,79500US3200200
14000US32019960302,79500US3200200
14000US32019960303,79500US3200200
14000US32019960800,79500US3200200
14000US32019960900,79500US3200200
14000US32021970700,79500US3200300
14000US32021970800,79500US3200300
14000US32023960100,79500US3200300
14000US32023960200,79500US3200300
14000US32023960300,79500US3200300
14000US32023960401,79500US3200300
14000US32023960402,79500US3200300
14000US32023960403,79500US3200300
14000US32023960404,79500US3200300
14000US32023960405,79500US3200300
14000US32023960406,79500US3200300
14000US32023980500,79500US3200300
14000US32027960100,79500US3200300
14000US32029970200,79500US3200200
14000US32031000101,79500US3200101
14000US32031000102,79500US3200101
14000US32031000201,79500US3200101
14000US32031000202,79500US3200101
14000US32031000300,79500US3200101
14000US32031000400,79500US3200101
14000US32031000700,79500US3200101
14000US32031000900,79500US3200101
14000US32031001005,79500US3200101
14000US32031001008,79500US3200101
14000US32031001009,79500US3200101
14000US32031001015,79500US3200101
14000US32031001101,79500US3200101
14000US32031001104,79500US3200101
14000US32031001105,79500US3200101
14000US32031001201,79500US3200101
14000US32031001202,79500US3200101
14000US32031001300,79500US3200101
14000US32031001400,79500US3200101
14000US32031001501,79500US3200101
14000US32031001502,79500US3200101
14000US32031001701,79500US3200101
14000US32031001702,79500US3200101
14000US32031001801,79500US3200101
14000US32031001802,79500US3200101
14000US32031002104,79500US3200101
14000US32031002105,79500US3200101
14000US32031002106,79500US3200101
14000US32031002107,79500US3200101
14000US32031002204,79500US3200101
14000US32031002205,79500US3200101
14000US32031002206,79500US3200101
14000US32031002208,79500US3200101
14000US32031002211,79500US3200101
14000US32031002212,79500US3200101
14000US32031002401,79500US3200101
14000US32031002406,79500US3200101
14000US32031002407,79500US3200101
14000US32031002408,79500US3200101
14000US32031002409,79500US3200101
14000US32031002410,79500US3200101
14000US32031002411,79500US3200101
14000US32031002500,79500US3200101
14000US32031002617,79500US3200101
14000US32031002703,79500US3200101
14000US32031980000,79500US3200101
14000US32031001010,79500US3200102
14000US32031001011,79500US3200102
14000US32031001012,79500US3200102
14000US32031001013,79500US3200102
14000US32031001014,79500US3200102
14000US32031001103,79500US3200102
14000US32031002103,79500US3200102
14000US32031002207,79500US3200102
14000US32031002209,79500US3200102
14000US32031002210,79500US3200102
14000US32031002301,79500US3200102
14000US32031002302,79500US3200102
14000US32031002412,79500US3200102
14000US32031002603,79500US3200102
14000US32031002610,79500US3200102
14000US32031002611,79500US3200102
14000US32031002612,79500US3200102
14000US32031002613,79500US3200102
14000US32031002614,79500US3200102
14000US32031002615,79500US3200102
14000US32031002616,79500US3200102
14000US32031002619,79500US3200102
14000US32031003202,79500US3200102
14000US32031003203,79500US3200102
14000US32031003204,79500US3200102
14000US32031003305,79500US3200102
14000US32031003306,79500US3200102
14000US32031003307,79500US3200102
14000US32031003308,79500US3200102
14000US32031003309,79500US3200102
14000US32031980100,79500US3200102
14000US32031980200,79500US3200102
14000US32031980300,79500US3200102
14000US32031990000,79500US3200102
14000US32031001901,79500US3200103
14000US32031001902,79500US3200103
14000US32031002618,79500US3200103
14000US32031002704,79500US3200103
14000US32031002705,79500US3200103
14000US32031002706,79500US3200103
14000US32031002707,79500US3200103
14000US32031002801,79500US3200103
14000US32031002802,79500US3200103
14000US32031002901,79500US3200103
14000US32031002902,79500US3200103
14000US32031003000,79500US3200103
14000US32031003101,79500US3200103
14000US32031003105,79500US3200103
14000US32031003106,79500US3200103
14000US32031003108,79500US3200103
14000US32031003109,79500US3200103
14000US32031003110,79500US3200103
14000US32031003501,79500US3200103
14000US32031003503,79500US3200103
14000US32031003504,79500US3200103
14000US32031003507,79500US3200103
14000US32031003508,79500US3200103
14000US32031003509,79500US3200103
14000US32031003510,79500US3200103
14000US32031003511,79500US3200103
14000US32031003512,79500US3200103
14000US32031003513,79500US3200103
14000US32031003514,79500US3200103
14000US32031003515,79500US3200103
14000US32031940200,79500US3200103
14000US32031990100,79500US3200103
14000US32033970100,79500US3200300
14000US32033970200,79500US3200300
14000US32033970300,79500US3200300
14000US32510000100,79500US3200200
14000US32510000200,79500US3200200
14000US32510000300,79500US3200200
14000US32510000400,79500US3200200
14000US32510000501,79500US3200200
14000US32510000502,79500US3200200
14000US32510000600,79500US3200200
14000US32510000701,79500US3200200
14000US32510000702,79500US3200200
14000US32510000800,79500US3200200
14000US32510000900,79500US3200200
14000US32510001001,79500US3200200
14000US32510001002,79500US3200200
14000US32510990000,79500US3200200
14000US33001965100,79500US3300200
14000US33001965200,79500US3300200
14000US33001965300,79500US3300200
14000US33001965400,79500US3300200
14000US33001965598,79500US3300200
14000US33001965600,79500US3300200
14000US33001965700,79500US3300200
14000US33001965800,79500US3300200
14000US33001965900,79500US3300200
14000US33001966000,79500US3300200
14000US33001966100,79500US3300200
14000US33001966200,79500US3300200
14000US33001966401,79500US3300200
14000US33001966402,79500US3300200
14000US33001966500,79500US3300200
14000US33003955100,79500US3300200
14000US33003955300,79500US3300200
14000US33003955400,79500US3300200
14000US33003955500,79500US3300200
14000US33003955600,79500US3300200
14000US33003955800,79500US3300200
14000US33003955900,79500US3300200
14000US33003956100,79500US3300200
14000US33003956300,79500US3300200
14000US33003956400,79500US3300200
14000US33003956000,79500US3300300
14000US33005970100,79500US3300500
14000US33005970200,79500US3300500
14000US33005970400,79500US3300500
14000US33005970500,79500US3300500
14000US33005970600,79500US3300500
14000US33005970700,79500US3300500
14000US33005970800,79500US3300500
14000US33005970900,79500US3300500
14000US33005971000,79500US3300500
14000US33005971100,79500US3300500
14000US33005971300,79500US3300500
14000US33005971401,79500US3300500
14000US33005971402,79500US3300500
14000US33005971500,79500US3300500
14000US33005971600,79500US3300500
14000US33005971700,79500US3300500
14000US33007950100,79500US3300100
14000US33007950200,79500US3300100
14000US33007950300,79500US3300100
14000US33007950400,79500US3300100
14000US33007950500,79500US3300100
14000US33007950600,79500US3300100
14000US33007950700,79500US3300100
14000US33007950800,79500US3300100
14000US33007950900,79500US3300100
